id,alpha,G,G_v,G_sd_v,gt_type,G_sd,time,r,r_sim
2,0.6,3.2,2.4,2.1,Household,2.1,41,-0.2,-0.336742653981125
2,0.6,3.2,2.4,2.1,Household,2.1,42,0.2,0.0231593336950297
2,0.6,3.2,2.4,2.1,Household,2.1,43,0.2,0.0231593336950297
2,0.6,3.2,2.4,2.1,Household,2.1,44,0.2,0.0231593336950297
2,0.6,3.2,2.4,2.1,Household,2.1,45,0.2,0.0231593336950297
2,0.6,3.2,2.4,2.1,Household,2.1,46,0.2,0.0231593336950297
3,0.6,3.2,2.4,2.6,Household,2.1,1,0.3,0.145491218358053
3,0.6,3.2,2.4,2.6,Household,2.1,2,0.3,0.145491218358053
3,0.6,3.2,2.4,2.6,Household,2.1,3,0.3,0.145491218358053
3,0.6,3.2,2.4,2.6,Household,2.1,4,0.3,0.145491218358053
3,0.6,3.2,2.4,2.6,Household,2.1,5,0.3,0.145491218358053
3,0.6,3.2,2.4,2.6,Household,2.1,6,0.1,-0.0778892378992587
3,0.6,3.2,2.4,2.6,Household,2.1,7,0.1,-0.0778892378992587
3,0.6,3.2,2.4,2.6,Household,2.1,8,0.1,-0.0778892378992587
3,0.6,3.2,2.4,2.6,Household,2.1,9,0.1,-0.0778892378992587
3,0.6,3.2,2.4,2.6,Household,2.1,10,0.1,-0.0778892378992587
3,0.6,3.2,2.4,2.6,Household,2.1,11,0.095,-0.0824391397419611
3,0.6,3.2,2.4,2.6,Household,2.1,12,0.085,-0.0913964326031869
3,0.6,3.2,2.4,2.6,Household,2.1,13,0.07,-0.104479255609101
3,0.6,3.2,2.4,2.6,Household,2.1,14,0.05,-0.121272757232115
3,0.6,3.2,2.4,2.6,Household,2.1,15,0.025,-0.141238731769383
3,0.6,3.2,2.4,2.6,Household,2.1,16,-0.00499999999999999,-0.163728657969729
3,0.6,3.2,2.4,2.6,Household,2.1,17,-0.04,-0.188000321735567
3,0.6,3.2,2.4,2.6,Household,2.1,18,-0.08,-0.21323827816584
3,0.6,3.2,2.4,2.6,Household,2.1,19,-0.125,-0.238578507799932
3,0.6,3.2,2.4,2.6,Household,2.1,20,-0.175,-0.263137764125339
3,0.6,3.2,2.4,2.6,Household,2.1,21,-0.23,-0.286048323312845
3,0.6,3.2,2.4,2.6,Household,2.1,22,-0.29,-0.306499188079733
3,0.6,3.2,2.4,2.6,Household,2.1,23,-0.355,-0.323785379580658
3,0.6,3.2,2.4,2.6,Household,2.1,24,-0.425,-0.337368034151411
3,0.6,3.2,2.4,2.6,Household,2.1,25,-0.5,-0.346950283155168
3,0.6,3.2,2.4,2.6,Household,2.1,26,0.2,0.0234202106754991
3,0.6,3.2,2.4,2.6,Household,2.1,27,0.2,0.0234202106754991
3,0.6,3.2,2.4,2.6,Household,2.1,28,0.2,0.0234202106754991
3,0.6,3.2,2.4,2.6,Household,2.1,29,0.2,0.0234202106754991
3,0.6,3.2,2.4,2.6,Household,2.1,30,0.2,0.0234202106754991
3,0.6,3.2,2.4,2.6,Household,2.1,31,0,-0.160089843220802
3,0.6,3.2,2.4,2.6,Household,2.1,32,0,-0.160089843220802
3,0.6,3.2,2.4,2.6,Household,2.1,33,0,-0.160089843220802
3,0.6,3.2,2.4,2.6,Household,2.1,34,0,-0.160089843220802
3,0.6,3.2,2.4,2.6,Household,2.1,35,0,-0.160089843220802
3,0.6,3.2,2.4,2.6,Household,2.1,36,-0.1,-0.224890613115124
3,0.6,3.2,2.4,2.6,Household,2.1,37,-0.1,-0.224890613115124
3,0.6,3.2,2.4,2.6,Household,2.1,38,-0.1,-0.224890613115124
3,0.6,3.2,2.4,2.6,Household,2.1,39,-0.1,-0.224890613115124
3,0.6,3.2,2.4,2.6,Household,2.1,40,-0.1,-0.224890613115124
3,0.6,3.2,2.4,2.6,Household,2.1,41,-0.2,-0.274067061710782
3,0.6,3.2,2.4,2.6,Household,2.1,42,0.2,0.0234202106754991
3,0.6,3.2,2.4,2.6,Household,2.1,43,0.2,0.0234202106754991
3,0.6,3.2,2.4,2.6,Household,2.1,44,0.2,0.0234202106754991
3,0.6,3.2,2.4,2.6,Household,2.1,45,0.2,0.0234202106754991
3,0.6,3.2,2.4,2.6,Household,2.1,46,0.2,0.0234202106754991
4,0.6,3.2,3.2,1.6,Household,2.1,1,0.3,0.0948790457439266
4,0.6,3.2,3.2,1.6,Household,2.1,2,0.3,0.0948790457439266
4,0.6,3.2,3.2,1.6,Household,2.1,3,0.3,0.0948790457439266
4,0.6,3.2,3.2,1.6,Household,2.1,4,0.3,0.0948790457439266
4,0.6,3.2,3.2,1.6,Household,2.1,5,0.3,0.0948790457439266
4,0.6,3.2,3.2,1.6,Household,2.1,6,0.1,-0.0642399786612309
4,0.6,3.2,3.2,1.6,Household,2.1,7,0.1,-0.0642399786612309
4,0.6,3.2,3.2,1.6,Household,2.1,8,0.1,-0.0642399786612309
4,0.6,3.2,3.2,1.6,Household,2.1,9,0.1,-0.0642399786612309
4,0.6,3.2,3.2,1.6,Household,2.1,10,0.1,-0.0642399786612309
4,0.6,3.2,3.2,1.6,Household,2.1,11,0.095,-0.0684138493873891
4,0.6,3.2,3.2,1.6,Household,2.1,12,0.085,-0.0767937302083484
4,0.6,3.2,3.2,1.6,Household,2.1,13,0.07,-0.0894453170385143
4,0.6,3.2,3.2,1.6,Household,2.1,14,0.05,-0.10647084910854
4,0.6,3.2,3.2,1.6,Household,2.1,15,0.025,-0.128014000822344
4,0.6,3.2,3.2,1.6,Household,2.1,16,-0.00499999999999999,-0.154267268698383
4,0.6,3.2,3.2,1.6,Household,2.1,17,-0.04,-0.185482835354943
4,0.6,3.2,3.2,1.6,Household,2.1,18,-0.08,-0.221988542113154
4,0.6,3.2,3.2,1.6,Household,2.1,19,-0.125,-0.264211745725186
4,0.6,3.2,3.2,1.6,Household,2.1,20,-0.175,-0.312715972258702
4,0.6,3.2,3.2,1.6,Household,2.1,21,-0.23,-0.368259546134218
4,0.6,3.2,3.2,1.6,Household,2.1,22,-0.29,-0.431894573812161
4,0.6,3.2,3.2,1.6,Household,2.1,23,-0.355,-0.505146555054086
4,0.6,3.2,3.2,1.6,Household,2.1,24,-0.425,-0.590374135067829
4,0.6,3.2,3.2,1.6,Household,2.1,25,-0.5,-0.691600350823532
4,0.6,3.2,3.2,1.6,Household,2.1,26,0.2,0.0171263437009861
4,0.6,3.2,3.2,1.6,Household,2.1,27,0.2,0.0171263437009861
4,0.6,3.2,3.2,1.6,Household,2.1,28,0.2,0.0171263437009861
4,0.6,3.2,3.2,1.6,Household,2.1,29,0.2,0.0171263437009861
4,0.6,3.2,3.2,1.6,Household,2.1,30,0.2,0.0171263437009861
4,0.6,3.2,3.2,1.6,Household,2.1,31,0,-0.149860329008258
4,0.6,3.2,3.2,1.6,Household,2.1,32,0,-0.149860329008258
4,0.6,3.2,3.2,1.6,Household,2.1,33,0,-0.149860329008258
4,0.6,3.2,3.2,1.6,Household,2.1,34,0,-0.149860329008258
4,0.6,3.2,3.2,1.6,Household,2.1,35,0,-0.149860329008258
4,0.6,3.2,3.2,1.6,Household,2.1,36,-0.1,-0.240596750876217
4,0.6,3.2,3.2,1.6,Household,2.1,37,-0.1,-0.240596750876217
4,0.6,3.2,3.2,1.6,Household,2.1,38,-0.1,-0.240596750876217
4,0.6,3.2,3.2,1.6,Household,2.1,39,-0.1,-0.240596750876217
4,0.6,3.2,3.2,1.6,Household,2.1,40,-0.1,-0.240596750876217
4,0.6,3.2,3.2,1.6,Household,2.1,41,-0.2,-0.337659889008544
4,0.6,3.2,3.2,1.6,Household,2.1,42,0.2,0.0171263437009861
4,0.6,3.2,3.2,1.6,Household,2.1,43,0.2,0.0171263437009861
4,0.6,3.2,3.2,1.6,Household,2.1,44,0.2,0.0171263437009861
4,0.6,3.2,3.2,1.6,Household,2.1,45,0.2,0.0171263437009861
4,0.6,3.2,3.2,1.6,Household,2.1,46,0.2,0.0171263437009861
5,0.6,3.2,3.2,2.1,Household,2.1,1,0.3,0.0974633643541399
5,0.6,3.2,3.2,2.1,Household,2.1,2,0.3,0.0974633643541399
5,0.6,3.2,3.2,2.1,Household,2.1,3,0.3,0.0974633643541399
5,0.6,3.2,3.2,2.1,Household,2.1,4,0.3,0.0974633643541399
5,0.6,3.2,3.2,2.1,Household,2.1,5,0.3,0.0974633643541399
5,0.6,3.2,3.2,2.1,Household,2.1,6,0.1,-0.0630413200058758
5,0.6,3.2,3.2,2.1,Household,2.1,7,0.1,-0.0630413200058758
5,0.6,3.2,3.2,2.1,Household,2.1,8,0.1,-0.0630413200058758
5,0.6,3.2,3.2,2.1,Household,2.1,9,0.1,-0.0630413200058758
5,0.6,3.2,3.2,2.1,Household,2.1,10,0.1,-0.0630413200058758
5,0.6,3.2,3.2,2.1,Household,2.1,11,0.095,-0.0670539371148761
5,0.6,3.2,3.2,2.1,Household,2.1,12,0.085,-0.075079171332877
5,0.6,3.2,3.2,2.1,Household,2.1,13,0.07,-0.087117022659878
5,0.6,3.2,3.2,2.1,Household,2.1,14,0.05,-0.10316749109588
5,0.6,3.2,3.2,2.1,Household,2.1,15,0.025,-0.123230576640882
5,0.6,3.2,3.2,2.1,Household,2.1,16,-0.00499999999999999,-0.147306279294884
5,0.6,3.2,3.2,2.1,Household,2.1,17,-0.04,-0.175394599057887
5,0.6,3.2,3.2,2.1,Household,2.1,18,-0.08,-0.20749553592989
5,0.6,3.2,3.2,2.1,Household,2.1,19,-0.125,-0.243609089910894
5,0.6,3.2,3.2,2.1,Household,2.1,20,-0.175,-0.283735261000897
5,0.6,3.2,3.2,2.1,Household,2.1,21,-0.23,-0.327874049199902
5,0.6,3.2,3.2,2.1,Household,2.1,22,-0.29,-0.376025454507907
5,0.6,3.2,3.2,2.1,Household,2.1,23,-0.355,-0.428189476924912
5,0.6,3.2,3.2,2.1,Household,2.1,24,-0.425,-0.484366116450917
5,0.6,3.2,3.2,2.1,Household,2.1,25,-0.5,-0.544555373085923
5,0.6,3.2,3.2,2.1,Household,2.1,26,0.2,0.0172110221741322
5,0.6,3.2,3.2,2.1,Household,2.1,27,0.2,0.0172110221741322
5,0.6,3.2,3.2,2.1,Household,2.1,28,0.2,0.0172110221741322
5,0.6,3.2,3.2,2.1,Household,2.1,29,0.2,0.0172110221741322
5,0.6,3.2,3.2,2.1,Household,2.1,30,0.2,0.0172110221741322
5,0.6,3.2,3.2,2.1,Household,2.1,31,0,-0.143293662185884
5,0.6,3.2,3.2,2.1,Household,2.1,32,0,-0.143293662185884
5,0.6,3.2,3.2,2.1,Household,2.1,33,0,-0.143293662185884
5,0.6,3.2,3.2,2.1,Household,2.1,34,0,-0.143293662185884
5,0.6,3.2,3.2,2.1,Household,2.1,35,0,-0.143293662185884
5,0.6,3.2,3.2,2.1,Household,2.1,36,-0.1,-0.223546004365892
5,0.6,3.2,3.2,2.1,Household,2.1,37,-0.1,-0.223546004365892
5,0.6,3.2,3.2,2.1,Household,2.1,38,-0.1,-0.223546004365892
5,0.6,3.2,3.2,2.1,Household,2.1,39,-0.1,-0.223546004365892
5,0.6,3.2,3.2,2.1,Household,2.1,40,-0.1,-0.223546004365892
5,0.6,3.2,3.2,2.1,Household,2.1,41,-0.2,-0.3037983465459
5,0.6,3.2,3.2,2.1,Household,2.1,42,0.2,0.0172110221741322
5,0.6,3.2,3.2,2.1,Household,2.1,43,0.2,0.0172110221741322
5,0.6,3.2,3.2,2.1,Household,2.1,44,0.2,0.0172110221741322
5,0.6,3.2,3.2,2.1,Household,2.1,45,0.2,0.0172110221741322
5,0.6,3.2,3.2,2.1,Household,2.1,46,0.2,0.0172110221741322
6,0.6,3.2,3.2,2.6,Household,2.1,1,0.3,0.100881743318995
6,0.6,3.2,3.2,2.6,Household,2.1,2,0.3,0.100881743318995
6,0.6,3.2,3.2,2.6,Household,2.1,3,0.3,0.100881743318995
6,0.6,3.2,3.2,2.6,Household,2.1,4,0.3,0.100881743318995
6,0.6,3.2,3.2,2.6,Household,2.1,5,0.3,0.100881743318995
6,0.6,3.2,3.2,2.6,Household,2.1,6,0.1,-0.0615616424808427
6,0.6,3.2,3.2,2.6,Household,2.1,7,0.1,-0.0615616424808427
6,0.6,3.2,3.2,2.6,Household,2.1,8,0.1,-0.0615616424808427
6,0.6,3.2,3.2,2.6,Household,2.1,9,0.1,-0.0615616424808427
6,0.6,3.2,3.2,2.6,Household,2.1,10,0.1,-0.0615616424808427
6,0.6,3.2,3.2,2.6,Household,2.1,11,0.095,-0.0653783784490432
6,0.6,3.2,3.2,2.6,Household,2.1,12,0.085,-0.0729746986197991
6,0.6,3.2,3.2,2.6,Household,2.1,13,0.07,-0.0842757640710889
6,0.6,3.2,3.2,2.6,Household,2.1,14,0.05,-0.0991679433408566
6,0.6,3.2,3.2,2.6,Household,2.1,15,0.025,-0.117497062880354
6,0.6,3.2,3.2,2.6,Household,2.1,16,-0.00499999999999999,-0.139065888408688
6,0.6,3.2,3.2,2.6,Household,2.1,17,-0.04,-0.163630640990879
6,0.6,3.2,3.2,2.6,Household,2.1,18,-0.08,-0.190896244504103
6,0.6,3.2,3.2,2.6,Household,2.1,19,-0.125,-0.220509830325201
6,0.6,3.2,3.2,2.6,Household,2.1,20,-0.175,-0.252051737274881
6,0.6,3.2,3.2,2.6,Household,2.1,21,-0.23,-0.285022730647473
6,0.6,3.2,3.2,2.6,Household,2.1,22,-0.29,-0.318825180683297
6,0.6,3.2,3.2,2.6,Household,2.1,23,-0.355,-0.352733895495966
6,0.6,3.2,3.2,2.6,Household,2.1,24,-0.425,-0.385847561946654
6,0.6,3.2,3.2,2.6,Household,2.1,25,-0.5,-0.416998984873435
6,0.6,3.2,3.2,2.6,Household,2.1,26,0.2,0.0173193919450066
6,0.6,3.2,3.2,2.6,Household,2.1,27,0.2,0.0173193919450066
6,0.6,3.2,3.2,2.6,Household,2.1,28,0.2,0.0173193919450066
6,0.6,3.2,3.2,2.6,Household,2.1,29,0.2,0.0173193919450066
6,0.6,3.2,3.2,2.6,Household,2.1,30,0.2,0.0173193919450066
6,0.6,3.2,3.2,2.6,Household,2.1,31,0,-0.135503705331285
6,0.6,3.2,3.2,2.6,Household,2.1,32,0,-0.135503705331285
6,0.6,3.2,3.2,2.6,Household,2.1,33,0,-0.135503705331285
6,0.6,3.2,3.2,2.6,Household,2.1,34,0,-0.135503705331285
6,0.6,3.2,3.2,2.6,Household,2.1,35,0,-0.135503705331285
6,0.6,3.2,3.2,2.6,Household,2.1,36,-0.1,-0.204198461859931
6,0.6,3.2,3.2,2.6,Household,2.1,37,-0.1,-0.204198461859931
6,0.6,3.2,3.2,2.6,Household,2.1,38,-0.1,-0.204198461859931
6,0.6,3.2,3.2,2.6,Household,2.1,39,-0.1,-0.204198461859931
6,0.6,3.2,3.2,2.6,Household,2.1,40,-0.1,-0.204198461859931
6,0.6,3.2,3.2,2.6,Household,2.1,41,-0.2,-0.267267439461943
6,0.6,3.2,3.2,2.6,Household,2.1,42,0.2,0.0173193919450066
6,0.6,3.2,3.2,2.6,Household,2.1,43,0.2,0.0173193919450066
6,0.6,3.2,3.2,2.6,Household,2.1,44,0.2,0.0173193919450066
6,0.6,3.2,3.2,2.6,Household,2.1,45,0.2,0.0173193919450066
6,0.6,3.2,3.2,2.6,Household,2.1,46,0.2,0.0173193919450066
7,0.6,3.2,4,1.6,Household,2.1,1,0.3,0.074900365389027
7,0.6,3.2,4,1.6,Household,2.1,2,0.3,0.074900365389027
7,0.6,3.2,4,1.6,Household,2.1,3,0.3,0.074900365389027
7,0.6,3.2,4,1.6,Household,2.1,4,0.3,0.074900365389027
7,0.6,3.2,4,1.6,Household,2.1,5,0.3,0.074900365389027
7,0.6,3.2,4,1.6,Household,2.1,6,0.1,-0.0518788111050101
7,0.6,3.2,4,1.6,Household,2.1,7,0.1,-0.0518788111050101
7,0.6,3.2,4,1.6,Household,2.1,8,0.1,-0.0518788111050101
7,0.6,3.2,4,1.6,Household,2.1,9,0.1,-0.0518788111050101
7,0.6,3.2,4,1.6,Household,2.1,10,0.1,-0.0518788111050101
7,0.6,3.2,4,1.6,Household,2.1,11,0.095,-0.0552840944751441
7,0.6,3.2,4,1.6,Household,2.1,12,0.085,-0.0621339866381227
7,0.6,3.2,4,1.6,Household,2.1,13,0.07,-0.07250913078246
7,0.6,3.2,4,1.6,Household,2.1,14,0.05,-0.086535705793214
7,0.6,3.2,4,1.6,Household,2.1,15,0.025,-0.104392386171388
7,0.6,3.2,4,1.6,Household,2.1,16,-0.00499999999999999,-0.126320960605309
7,0.6,3.2,4,1.6,Household,2.1,17,-0.04,-0.152642153985614
7,0.6,3.2,4,1.6,Household,2.1,18,-0.08,-0.183779259001052
7,0.6,3.2,4,1.6,Household,2.1,19,-0.125,-0.220294089960865
7,0.6,3.2,4,1.6,Household,2.1,20,-0.175,-0.262943409294804
7,0.6,3.2,4,1.6,Household,2.1,21,-0.23,-0.3127714014606
7,0.6,3.2,4,1.6,Household,2.1,22,-0.29,-0.371270191039666
7,0.6,3.2,4,1.6,Household,2.1,23,-0.355,-0.440680591704031
7,0.6,3.2,4,1.6,Household,2.1,24,-0.425,-0.52461763984016
7,0.6,3.2,4,1.6,Household,2.1,25,-0.5,-0.629584077975244
7,0.6,3.2,4,1.6,Household,2.1,26,0.2,0.0136674936496134
7,0.6,3.2,4,1.6,Household,2.1,27,0.2,0.0136674936496134
7,0.6,3.2,4,1.6,Household,2.1,28,0.2,0.0136674936496134
7,0.6,3.2,4,1.6,Household,2.1,29,0.2,0.0136674936496134
7,0.6,3.2,4,1.6,Household,2.1,30,0.2,0.0136674936496134
7,0.6,3.2,4,1.6,Household,2.1,31,0,-0.122626873907789
7,0.6,3.2,4,1.6,Household,2.1,32,0,-0.122626873907789
7,0.6,3.2,4,1.6,Household,2.1,33,0,-0.122626873907789
7,0.6,3.2,4,1.6,Household,2.1,34,0,-0.122626873907789
7,0.6,3.2,4,1.6,Household,2.1,35,0,-0.122626873907789
7,0.6,3.2,4,1.6,Household,2.1,36,-0.1,-0.19980386347214
7,0.6,3.2,4,1.6,Household,2.1,37,-0.1,-0.19980386347214
7,0.6,3.2,4,1.6,Household,2.1,38,-0.1,-0.19980386347214
7,0.6,3.2,4,1.6,Household,2.1,39,-0.1,-0.19980386347214
7,0.6,3.2,4,1.6,Household,2.1,40,-0.1,-0.19980386347214
7,0.6,3.2,4,1.6,Household,2.1,41,-0.2,-0.285185183608953
7,0.6,3.2,4,1.6,Household,2.1,42,0.2,0.0136674936496134
7,0.6,3.2,4,1.6,Household,2.1,43,0.2,0.0136674936496134
7,0.6,3.2,4,1.6,Household,2.1,44,0.2,0.0136674936496134
7,0.6,3.2,4,1.6,Household,2.1,45,0.2,0.0136674936496134
7,0.6,3.2,4,1.6,Household,2.1,46,0.2,0.0136674936496134
8,0.6,3.2,4,2.1,Household,2.1,1,0.3,0.0761920297516564
8,0.6,3.2,4,2.1,Household,2.1,2,0.3,0.0761920297516564
8,0.6,3.2,4,2.1,Household,2.1,3,0.3,0.0761920297516564
8,0.6,3.2,4,2.1,Household,2.1,4,0.3,0.0761920297516564
8,0.6,3.2,4,2.1,Household,2.1,5,0.3,0.0761920297516564
8,0.6,3.2,4,2.1,Household,2.1,6,0.1,-0.0512544913138167
8,0.6,3.2,4,2.1,Household,2.1,7,0.1,-0.0512544913138167
8,0.6,3.2,4,2.1,Household,2.1,8,0.1,-0.0512544913138167
8,0.6,3.2,4,2.1,Household,2.1,9,0.1,-0.0512544913138167
8,0.6,3.2,4,2.1,Household,2.1,10,0.1,-0.0512544913138167
8,0.6,3.2,4,2.1,Household,2.1,11,0.095,-0.0545749795088043
8,0.6,3.2,4,2.1,Household,2.1,12,0.085,-0.0612378909105265
8,0.6,3.2,4,2.1,Household,2.1,13,0.07,-0.0712880218193837
8,0.6,3.2,4,2.1,Household,2.1,14,0.05,-0.0847949794938553
8,0.6,3.2,4,2.1,Household,2.1,15,0.025,-0.101856368626337
8,0.6,3.2,4,2.1,Household,2.1,16,-0.00499999999999999,-0.122602588935305
8,0.6,3.2,4,2.1,Household,2.1,17,-0.04,-0.147203864634504
8,0.6,3.2,4,2.1,Household,2.1,18,-0.08,-0.175880532705319
8,0.6,3.2,4,2.1,Household,2.1,19,-0.125,-0.208918328019095
8,0.6,3.2,4,2.1,Household,2.1,20,-0.175,-0.246691724112951
8,0.6,3.2,4,2.1,Household,2.1,21,-0.23,-0.289701006581817
8,0.6,3.2,4,2.1,Household,2.1,22,-0.29,-0.338634364214949
8,0.6,3.2,4,2.1,Household,2.1,23,-0.355,-0.394479519137973
8,0.6,3.2,4,2.1,Household,2.1,24,-0.425,-0.458744897759086
8,0.6,3.2,4,2.1,Household,2.1,25,-0.5,-0.533963946521577
8,0.6,3.2,4,2.1,Household,2.1,26,0.2,0.0137106564031289
