age_group,date,variable,q5,q20,q50,q80,q95,type,stratification,gt_type,gt_diff,source,region
0-14,2021-12-06,pp_voc_R[55],5.2405505,7.972636,12.59965,19.78232,30.9676,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-06,pp_voc_R[56],5.8241745,8.483178,12.5705,19.12062,29.290755,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-06,pp_voc_R[57],4.7659475,7.202936,10.9789,16.67608,25.663165,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-06,pp_voc_R[58],5.098616,7.853804,12.47085,19.91426,31.50901,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-06,pp_voc_R[59],5.678401,8.705748,13.09335,19.79708,29.82542,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-06,pp_voc_R[60],6.4260155,9.016354,12.8328,19.12434,27.64691,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-06,pp_voc_R[61],5.8965405,8.413468,12.31215,18.45778,26.93716,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-06,pp_voc_R[62],5.8287995,8.28325,12.3056,18.09152,26.72774,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-06,pp_voc_R[63],4.5013155,7.245886,11.60905,18.17874,29.345095,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-06,pp_voc_R[64],5.340331,7.979656,12.04275,18.73592,28.994775,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-06,pp_voc_R[65],5.747736,8.530752,12.7731,19.69534,29.28282,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-06,pp_voc_R[66],6.128619,8.616658,12.26055,17.6922,26.19342,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-06,pp_voc_R[67],4.2832375,6.822426,10.9877,17.87274,27.78755,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
30-44,2021-12-06,pp_voc_R[68],4.225016,6.593178,10.2414,15.49772,23.024305,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
30-44,2021-12-06,pp_voc_R[69],4.681739,6.997932,10.45885,15.7927,23.979445,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
45-59,2021-12-06,pp_voc_R[70],4.7213255,6.982454,10.2679,15.02816,22.452365,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
45-59,2021-12-06,pp_voc_R[71],4.770456,7.079942,10.6684,16.24206,24.170325,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
45-59,2021-12-06,pp_voc_R[72],3.8716765,6.056724,9.55578,15.28564,24.7551,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
45-59,2021-12-06,pp_voc_R[73],4.4685995,6.369404,9.2385,13.6597,19.95437,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
45-59,2021-12-06,pp_voc_R[74],3.5944885,5.781982,9.230175,14.8072,23.031695,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-07,pp_voc_R[75],4.302632,6.835002,10.5864,16.73844,25.777465,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-07,pp_voc_R[76],4.8454435,6.958818,10.4952,15.6986,23.92273,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-07,pp_voc_R[77],4.065559,6.204778,9.19617,14.1955,21.724085,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-07,pp_voc_R[78],4.3211815,6.850418,10.8031,17.1327,27.06684,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-07,pp_voc_R[79],4.9118805,7.17475,11.0113,16.7059,24.801215,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-07,pp_voc_R[80],5.3685285,7.511264,10.83265,15.91206,23.014555,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-07,pp_voc_R[81],4.943222,7.059904,10.318,15.40758,23.02252,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-07,pp_voc_R[82],4.953259,7.059422,10.2462,15.16694,22.398235,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-07,pp_voc_R[83],3.7084725,5.99924,9.7629,15.44086,25.118415,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-07,pp_voc_R[84],4.4358915,6.73819,10.08705,15.61804,23.04443,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-07,pp_voc_R[85],4.6079795,6.82989,10.23625,15.48988,23.7044,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-07,pp_voc_R[86],4.8813555,6.987376,9.98552,14.39912,20.80132,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-07,pp_voc_R[87],4.0000145,6.458234,10.31,16.78708,26.45837,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
30-44,2021-12-07,pp_voc_R[88],4.187909,6.381352,9.68964,14.7246,22.185755,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
30-44,2021-12-07,pp_voc_R[89],4.3527115,6.57172,10.0118,15.25972,22.52725,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
45-59,2021-12-07,pp_voc_R[90],4.662966,6.684874,9.68646,14.48242,21.496705,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
45-59,2021-12-07,pp_voc_R[91],4.4546335,6.852282,10.2038,15.35234,22.65132,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
45-59,2021-12-07,pp_voc_R[92],3.621273,5.827374,9.220355,14.56624,22.78593,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
45-59,2021-12-07,pp_voc_R[93],4.1527135,6.156534,9.051,13.17564,19.800695,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
45-59,2021-12-07,pp_voc_R[94],3.58307,5.516944,8.798025,14.07934,22.37529,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
45-59,2021-12-07,pp_voc_R[95],3.1258555,4.829008,7.614475,11.98128,18.461395,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
45-59,2021-12-07,pp_voc_R[96],3.100609,5.106376,8.408245,13.99584,22.778365,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
0-14,2021-12-08,pp_voc_R[97],4.585132,6.58673,9.695055,14.4965,20.9958,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-08,pp_voc_R[98],4.293825,6.203032,8.86586,13.00022,18.861045,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-08,pp_voc_R[99],4.0023955,5.846318,8.63949,12.98984,18.718385,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-08,pp_voc_R[100],3.764456,5.68984,8.890405,13.5615,21.113035,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-08,pp_voc_R[101],3.020711,4.42238,6.5759,9.609344,14.109665,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-08,pp_voc_R[102],4.0805265,5.574416,7.99457,11.35074,15.74125,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-08,pp_voc_R[103],4.1401,6.321316,9.430065,14.09424,20.877925,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-08,pp_voc_R[104],3.60939,5.172764,7.444535,10.7999,15.442815,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-08,pp_voc_R[105],3.495725,5.293148,7.93365,12.10086,18.174485,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-08,pp_voc_R[106],3.756536,5.542928,8.205435,12.0772,18.00809,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-08,pp_voc_R[107],4.2826045,6.204084,9.088375,13.25742,19.46579,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-08,pp_voc_R[108],2.7347265,3.958236,5.697295,8.322314,11.966665,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-08,pp_voc_R[109],3.7110165,5.802928,8.82748,13.658,20.88822,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
30-44,2021-12-08,pp_voc_R[110],3.6261605,5.161842,7.77521,11.98076,17.54388,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
30-44,2021-12-08,pp_voc_R[111],2.960044,4.286282,6.31686,9.140982,13.2146,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
30-44,2021-12-08,pp_voc_R[112],2.812463,4.332608,6.5472,10.03684,15.163965,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
45-59,2021-12-08,pp_voc_R[113],3.7051435,5.319494,7.65985,11.07312,16.28938,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
45-59,2021-12-08,pp_voc_R[114],3.2290105,4.622436,6.763385,9.818082,14.012985,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
45-59,2021-12-08,pp_voc_R[115],2.854075,4.270402,6.47222,9.824096,14.94092,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
45-59,2021-12-08,pp_voc_R[116],3.8280505,5.440816,7.935845,11.73028,17.16507,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
45-59,2021-12-08,pp_voc_R[117],3.6815485,5.370342,8.022495,12.01022,17.87662,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
45-59,2021-12-08,pp_voc_R[118],2.6702525,4.105952,6.84204,10.85486,16.831885,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
45-59,2021-12-08,pp_voc_R[119],3.039925,4.523358,6.84558,10.23074,15.16134,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
0-14,2021-12-09,pp_voc_R[120],4.043859,5.977168,8.74437,13.24902,19.42922,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-09,pp_voc_R[121],3.8999045,5.642102,8.224575,12.11078,17.495295,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-09,pp_voc_R[122],2.840412,4.41691,6.90446,10.83612,16.82139,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
0-14,2021-12-09,pp_voc_R[123],3.8704515,5.48458,8.090395,11.96006,17.57895,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-09,pp_voc_R[124],3.3801025,5.190214,8.157655,12.7239,19.53319,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-09,pp_voc_R[125],2.8379615,4.12365,6.03856,8.913832,12.9154,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-09,pp_voc_R[126],3.671434,5.197068,7.454125,10.35898,14.651585,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-09,pp_voc_R[127],3.8325855,5.755918,8.540595,12.93604,19.884435,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-09,pp_voc_R[128],3.418828,4.804702,6.836285,9.814128,14.08905,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-09,pp_voc_R[129],3.172922,4.796008,7.28443,10.87576,16.282525,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-09,pp_voc_R[130],3.5061145,5.050302,7.613855,11.01564,16.34348,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-09,pp_voc_R[131],3.787713,5.441788,7.965995,11.79924,17.253605,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-09,pp_voc_R[132],2.7349805,3.961986,5.67677,8.182428,11.60975,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-09,pp_voc_R[133],3.5499665,5.477654,8.498315,13.1809,20.003495,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
30-44,2021-12-09,pp_voc_R[134],3.318017,5.017934,7.50936,11.41118,16.809405,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
30-44,2021-12-09,pp_voc_R[135],2.852358,4.158026,6.120695,9.006146,13.28857,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
30-44,2021-12-09,pp_voc_R[136],2.7750385,4.213782,6.28915,9.490688,14.125125,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
45-59,2021-12-09,pp_voc_R[137],3.6096375,5.088122,7.35744,10.9376,15.420625,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
45-59,2021-12-09,pp_voc_R[138],3.1797095,4.519216,6.6314,9.696098,13.9512,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
45-59,2021-12-09,pp_voc_R[139],2.743234,4.24611,6.47559,9.81909,14.985025,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
45-59,2021-12-09,pp_voc_R[140],3.7032645,5.36616,7.745325,11.46188,16.93478,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
45-59,2021-12-09,pp_voc_R[141],3.4752425,5.169864,7.745695,11.63316,17.54543,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
45-59,2021-12-09,pp_voc_R[142],2.586716,4.08412,6.48902,10.35436,16.560895,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
45-59,2021-12-09,pp_voc_R[143],2.8900345,4.397584,6.680455,9.990874,15.097845,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
0-14,2021-12-10,pp_voc_R[144],3.9965885,5.821798,8.641525,12.90634,19.15625,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-10,pp_voc_R[145],3.8275645,5.562306,8.002235,11.58118,16.294305,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-10,pp_voc_R[146],2.7396245,4.231388,6.673915,10.65728,16.492035,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
0-14,2021-12-10,pp_voc_R[147],3.579481,5.189722,7.76969,11.60936,17.327705,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-10,pp_voc_R[148],3.338899,5.210244,8.083415,12.3904,18.90992,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-10,pp_voc_R[149],2.6949525,3.87402,5.746335,8.497112,12.502985,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-10,pp_voc_R[150],3.613775,5.055286,7.098315,10.15314,14.077325,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-10,pp_voc_R[151],3.811239,5.604586,8.414345,12.82144,18.544665,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-10,pp_voc_R[152],3.115246,4.548466,6.59899,9.65416,13.889745,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-10,pp_voc_R[153],3.04238,4.625814,7.10759,10.95758,16.5323,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-10,pp_voc_R[154],3.846236,5.596512,8.201015,12.17208,18.253935,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-10,pp_voc_R[155],4.1670185,5.932982,9.03389,13.32282,19.324845,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-10,pp_voc_R[156],2.9920585,4.278896,6.21446,8.983664,12.65416,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-10,pp_voc_R[157],4.077261,6.283056,9.567215,14.84608,22.59168,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
30-44,2021-12-10,pp_voc_R[158],3.677765,5.554982,8.412755,12.8334,18.687905,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
30-44,2021-12-10,pp_voc_R[159],3.199087,4.613344,6.81362,9.944084,14.29958,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
30-44,2021-12-10,pp_voc_R[160],3.0104695,4.649132,7.08962,10.75626,15.978635,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
45-59,2021-12-10,pp_voc_R[161],4.0699665,5.713936,8.223005,11.95824,17.54233,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
45-59,2021-12-10,pp_voc_R[162],3.4559725,5.069108,7.297415,10.67704,15.249695,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
45-59,2021-12-10,pp_voc_R[163],3.043494,4.710876,7.131745,10.73532,16.015655,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
45-59,2021-12-10,pp_voc_R[164],4.077588,5.940062,8.763035,12.77736,18.96375,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
45-59,2021-12-10,pp_voc_R[165],3.83774,5.790526,8.743795,12.86222,19.34594,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
45-59,2021-12-10,pp_voc_R[166],2.911783,4.50474,7.196955,11.42412,17.64194,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
45-59,2021-12-10,pp_voc_R[167],3.3796715,4.897046,7.383535,11.10298,17.082265,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
0-14,2021-12-11,pp_voc_R[168],3.527004,5.109514,7.51088,11.117,16.22343,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-11,pp_voc_R[169],3.284229,4.56868,6.610105,9.449714,13.382275,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-11,pp_voc_R[170],2.6332885,3.936914,6.24906,9.729794,14.63854,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
0-14,2021-12-11,pp_voc_R[171],3.040018,4.772506,7.267575,11.0172,16.83728,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-11,pp_voc_R[172],2.155372,3.464286,5.528905,8.599556,13.13063,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-11,pp_voc_R[173],3.107452,4.359112,6.394315,9.228798,13.200045,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-11,pp_voc_R[174],3.658254,5.08926,7.202155,10.44316,14.75967,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-11,pp_voc_R[175],2.680312,3.961214,5.81582,8.531188,12.604285,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-11,pp_voc_R[176],3.2088305,4.589224,6.549065,9.492794,13.56213,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-11,pp_voc_R[177],3.936415,5.687064,8.309535,11.87888,17.31676,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
15-29,2021-12-11,pp_voc_R[178],2.423603,3.722334,5.70876,8.869816,13.233335,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-11,pp_voc_R[179],3.29288,4.63124,6.576665,9.474514,13.44443,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-11,pp_voc_R[180],3.712249,5.266624,7.571555,10.96592,15.536085,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-11,pp_voc_R[181],3.2165655,4.631416,6.78372,9.753728,13.896615,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-11,pp_voc_R[182],2.962956,4.531322,6.886055,10.58474,16.35649,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
30-44,2021-12-11,pp_voc_R[183],2.477655,3.680798,5.47147,8.144296,12.041075,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
30-44,2021-12-11,pp_voc_R[184],2.9971855,4.586358,6.872545,10.34436,15.069265,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
30-44,2021-12-11,pp_voc_R[185],2.916935,4.064282,5.99534,8.747964,12.61514,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
45-59,2021-12-11,pp_voc_R[186],3.5493655,4.972748,7.089105,10.18824,14.67656,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
45-59,2021-12-11,pp_voc_R[187],3.258473,4.614488,6.73924,9.720804,13.87041,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
45-59,2021-12-11,pp_voc_R[188],2.789266,4.078984,6.10507,9.20818,13.400915,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
45-59,2021-12-11,pp_voc_R[189],4.082096,5.768512,8.323005,12.13408,17.55583,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
45-59,2021-12-11,pp_voc_R[190],3.332308,5.298466,8.32336,13.4364,21.13383,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
45-59,2021-12-11,pp_voc_R[191],3.292154,4.828954,7.687365,11.91288,18.09174,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
45-59,2021-12-11,pp_voc_R[192],3.0067775,4.418634,6.586065,9.849792,14.400065,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
0-14,2021-12-12,pp_voc_R[193],3.860162,5.663358,8.46218,12.40036,18.19147,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-12,pp_voc_R[194],3.5607595,4.99369,7.201115,10.54324,14.8924,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-12,pp_voc_R[195],4.28532,6.412236,9.577895,14.47638,21.70647,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
0-14,2021-12-12,pp_voc_R[196],3.0080515,4.52699,6.989235,10.89738,16.73245,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
0-14,2021-12-12,pp_voc_R[197],3.9482385,5.997836,9.27491,14.39844,21.63033,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-12,pp_voc_R[198],2.8021135,4.383474,6.792095,10.62608,16.598165,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-12,pp_voc_R[199],3.839631,5.50221,8.020475,11.55904,16.7169,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-12,pp_voc_R[200],4.1975765,5.823432,8.298605,11.8354,16.887915,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-12,pp_voc_R[201],2.9824425,4.51664,6.71965,10.20958,14.92074,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-12,pp_voc_R[202],3.650395,5.250276,7.434975,10.57206,15.115375,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-12,pp_voc_R[203],4.4603825,6.469728,9.45442,14.00018,19.94223,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
15-29,2021-12-12,pp_voc_R[204],2.7923735,4.27434,6.466525,9.905296,15.42345,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-12,pp_voc_R[205],3.7055835,5.284628,7.658835,11.16342,16.067055,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-12,pp_voc_R[206],4.198895,6.050598,8.80342,12.70422,18.355715,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-12,pp_voc_R[207],2.940565,4.20401,6.17222,8.936374,12.54797,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-12,pp_voc_R[208],2.520632,3.88473,6.009395,9.314122,14.176535,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
30-44,2021-12-12,pp_voc_R[209],2.2020325,3.27227,4.955595,7.383618,10.591005,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
30-44,2021-12-12,pp_voc_R[210],2.658329,4.104656,6.306605,9.47035,14.130015,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
30-44,2021-12-12,pp_voc_R[211],2.5203215,3.665844,5.334475,7.752354,11.30392,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
45-59,2021-12-12,pp_voc_R[212],3.1297875,4.43877,6.395795,9.14007,12.93563,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
45-59,2021-12-12,pp_voc_R[213],2.836422,4.172254,6.11303,8.936318,12.974845,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
45-59,2021-12-12,pp_voc_R[214],2.5267615,3.719406,5.588355,8.26501,12.329465,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
45-59,2021-12-12,pp_voc_R[215],3.488691,5.06586,7.369175,10.89194,15.780045,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
45-59,2021-12-12,pp_voc_R[216],2.940205,4.508554,7.465385,11.97954,18.78147,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
45-59,2021-12-12,pp_voc_R[217],2.9535345,4.545238,6.943295,10.91764,16.78626,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
45-59,2021-12-12,pp_voc_R[218],2.6694255,3.98039,5.93539,8.708616,12.774675,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
0-14,2021-12-13,pp_voc_R[219],3.35744,4.978252,7.397245,11.00578,16.02975,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-13,pp_voc_R[220],4.108169,5.692942,8.28563,11.84512,16.888275,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-13,pp_voc_R[221],4.75564,7.020068,10.64145,16.1077,24.557975,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
0-14,2021-12-13,pp_voc_R[222],3.280962,5.044392,7.83704,11.99392,17.93216,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
0-14,2021-12-13,pp_voc_R[223],3.7747585,5.748516,8.84427,13.52354,20.589285,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-13,pp_voc_R[224],2.822466,4.280896,6.762855,10.50272,16.37594,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-13,pp_voc_R[225],3.8633135,5.537836,7.84223,11.27714,16.40144,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-13,pp_voc_R[226],4.0040365,5.698372,8.020705,11.32352,16.184745,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-13,pp_voc_R[227],2.9739595,4.423554,6.592435,9.566112,14.538675,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-13,pp_voc_R[228],3.4924285,4.99545,7.236555,10.42766,14.967565,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-13,pp_voc_R[229],4.5485265,6.324244,9.279555,13.6404,19.718575,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
15-29,2021-12-13,pp_voc_R[230],2.726299,4.064862,6.27172,9.665722,14.354,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-13,pp_voc_R[231],3.6425395,5.187604,7.352195,10.76554,15.013515,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-13,pp_voc_R[232],4.2053615,5.98889,8.564825,12.41496,17.777875,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-13,pp_voc_R[233],3.5619475,5.0692,7.441325,10.8664,15.545465,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-13,pp_voc_R[234],3.322289,5.051062,7.792555,12.16744,18.251855,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
