age_group,date,variable,q5,q20,q50,q80,q95,type,stratification,gt_type,gt_diff,source,region
60-74,2021-12-05,pp_voc_R[73],8.1542465,13.40192,22.4083,37.14034,62.221445,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
60-74,2021-12-05,pp_voc_R[74],7.039204,12.81956,22.8633,41.45514,73.72056,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
60-74,2021-12-05,pp_voc_R[75],8.0597465,13.62868,23.73885,42.12486,71.9118149999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
75+,2021-12-05,pp_voc_R[76],7.3828515,12.50878,21.1551,36.78134,65.44957,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
75+,2021-12-05,pp_voc_R[77],7.8496425,13.1304,22.7661,39.0082,66.804075,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
75+,2021-12-05,pp_voc_R[78],8.282516,14.30002,23.9487,40.77456,68.28802,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
0-14,2021-12-06,pp_voc_R[79],8.230589,13.83996,23.9537,41.67878,74.420315,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-06,pp_voc_R[80],8.9582685,14.4656,23.96085,40.74524,67.96816,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-06,pp_voc_R[81],7.338011,12.08882,20.4887,34.51832,61.28376,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-06,pp_voc_R[82],7.4898965,13.18746,23.1732,42.17156,73.990725,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-06,pp_voc_R[83],8.9643795,14.34858,24.15185,41.0179,68.72634,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-06,pp_voc_R[84],9.9897625,15.68866,24.68675,39.24402,61.468215,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-06,pp_voc_R[85],6.694047,10.66238,16.8353,28.12546,44.602565,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-06,pp_voc_R[86],6.5537805,10.33034,16.9761,27.4896,44.811065,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-06,pp_voc_R[87],4.9345485,8.744956,15.9426,29.23514,51.781965,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-06,pp_voc_R[88],5.9345435,10.00852,17.0588,29.01212,49.195125,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-06,pp_voc_R[89],6.378626,10.84046,17.93385,31.20506,52.328395,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-06,pp_voc_R[90],7.06723,10.86788,16.9,26.90086,43.03291,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-06,pp_voc_R[91],5.365487,9.751,18.45915,33.63008,61.2686599999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
30-44,2021-12-06,pp_voc_R[92],5.7056815,9.590472,16.6357,29.11396,48.53083,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
30-44,2021-12-06,pp_voc_R[93],6.133579,10.40304,17.4836,29.64304,49.750195,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
45-59,2021-12-06,pp_voc_R[94],6.4686285,10.35126,17.15155,27.7176,45.367105,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
45-59,2021-12-06,pp_voc_R[95],6.2654945,10.37066,17.246,29.16634,47.32688,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
45-59,2021-12-06,pp_voc_R[96],4.9887795,8.772568,15.9237,28.01016,49.745535,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
45-59,2021-12-06,pp_voc_R[97],5.946538,9.558414,15.41115,25.18108,40.04689,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
45-59,2021-12-06,pp_voc_R[98],4.999981,8.70517,15.5761,27.54244,49.779485,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
60-74,2021-12-06,pp_voc_R[99],5.557139,9.25903,15.80625,26.79996,47.73257,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
60-74,2021-12-06,pp_voc_R[100],6.0209875,9.865852,16.60165,27.70278,45.34162,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
60-74,2021-12-06,pp_voc_R[101],5.6152955,9.850034,17.38755,30.64746,56.765145,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
60-74,2021-12-06,pp_voc_R[102],4.863025,9.13224,16.38175,29.576,51.72998,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
60-74,2021-12-06,pp_voc_R[103],6.123872,10.31512,18.5618,33.4683,57.55481,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
60-74,2021-12-06,pp_voc_R[104],6.2346765,10.23018,17.4538,29.8992,53.096585,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
75+,2021-12-06,pp_voc_R[105],6.188378,10.52828,17.40595,29.88884,49.797765,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
75+,2021-12-06,pp_voc_R[106],5.2513665,8.591642,14.8334,24.7152,42.765495,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
75+,2021-12-06,pp_voc_R[107],5.3277675,8.887062,15.66575,27.2169,46.922405,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
75+,2021-12-06,pp_voc_R[108],6.588054,11.49962,19.98795,35.99902,65.52102,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
75+,2021-12-06,pp_voc_R[109],7.412629,12.31432,21.0843,36.28498,62.406155,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
75+,2021-12-06,pp_voc_R[110],7.3217075,12.79146,23.02345,40.39472,67.51039,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
75+,2021-12-06,pp_voc_R[111],8.1675085,13.37022,22.31975,37.77108,62.592805,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
0-14,2021-12-07,pp_voc_R[112],7.3656825,12.51568,21.9803,38.47914,66.790015,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-07,pp_voc_R[113],8.2558735,13.32524,22.03485,36.7329,61.060235,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-07,pp_voc_R[114],6.879596,11.45426,18.96095,31.96138,51.97457,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-07,pp_voc_R[115],7.2459835,12.59572,21.77145,39.081,70.35575,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-07,pp_voc_R[116],8.283098,13.45554,22.6611,38.7153,64.46083,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-07,pp_voc_R[117],9.4722075,14.47226,22.57375,36.0669,56.905395,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-07,pp_voc_R[118],7.977943,13.00388,21.5375,35.11294,56.287755,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-07,pp_voc_R[119],8.25892,13.01174,20.99245,34.03228,55.70698,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-07,pp_voc_R[120],6.2820175,10.98468,19.83385,35.59088,61.719485,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-07,pp_voc_R[121],7.683327,12.79616,21.5537,36.47994,62.1237399999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-07,pp_voc_R[122],8.4448745,13.69092,22.3505,37.15804,64.7312799999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-07,pp_voc_R[123],8.770877,13.69476,21.49525,34.1235,53.852975,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-07,pp_voc_R[124],6.932671,12.56766,22.9712,42.51538,78.600665,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
30-44,2021-12-07,pp_voc_R[125],7.2323735,11.88592,20.5658,36.15268,60.82854,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
30-44,2021-12-07,pp_voc_R[126],7.830233,12.60262,21.28105,36.87798,65.198765,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
45-59,2021-12-07,pp_voc_R[127],8.1716075,12.80248,21.10505,34.86864,57.61722,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
45-59,2021-12-07,pp_voc_R[128],7.9636445,13.04926,21.6809,37.28454,61.4568999999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
45-59,2021-12-07,pp_voc_R[129],6.1804845,11.00624,19.4823,34.32454,62.13958,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
45-59,2021-12-07,pp_voc_R[130],7.4297155,11.85956,19.07575,30.53618,48.43614,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
45-59,2021-12-07,pp_voc_R[131],3.417219,6.134594,10.9932,19.75282,35.173715,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
45-59,2021-12-07,pp_voc_R[132],3.269511,5.56299,9.960545,17.80326,31.17136,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
45-59,2021-12-07,pp_voc_R[133],2.828841,5.504656,10.5043,19.89566,34.70716,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
60-74,2021-12-07,pp_voc_R[134],3.869406,6.695024,11.53325,20.00386,34.317105,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
60-74,2021-12-07,pp_voc_R[135],4.3998395,7.267404,12.0631,20.04112,34.130265,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
60-74,2021-12-07,pp_voc_R[136],3.774603,6.752846,12.49265,22.88198,39.959545,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
60-74,2021-12-07,pp_voc_R[137],3.59711,6.577142,12.0854,21.77944,38.2291949999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
60-74,2021-12-07,pp_voc_R[138],4.275101,7.361792,13.5491,24.296,41.78761,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
60-74,2021-12-07,pp_voc_R[139],4.4778535,7.560556,13.1489,22.77844,39.43066,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
75+,2021-12-07,pp_voc_R[140],4.211155,7.36237,12.6895,21.62316,36.90712,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
75+,2021-12-07,pp_voc_R[141],3.7237405,6.285532,10.77615,18.38584,32.35807,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
75+,2021-12-07,pp_voc_R[142],3.9918625,6.67189,11.66645,20.47246,34.2081,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
75+,2021-12-07,pp_voc_R[143],3.6859095,6.33526,11.4019,21.13304,37.79691,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
75+,2021-12-07,pp_voc_R[144],4.303506,7.203686,12.52075,21.98374,38.255345,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
75+,2021-12-07,pp_voc_R[145],4.2855975,7.401816,13.20765,23.2665,41.3219,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
75+,2021-12-07,pp_voc_R[146],4.595431,7.659142,12.832,22.22064,35.61265,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
0-14,2021-12-08,pp_voc_R[147],4.672823,7.555048,12.29335,20.15902,32.092515,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-08,pp_voc_R[148],4.408944,6.980252,11.34935,18.32564,28.519905,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-08,pp_voc_R[149],4.3424405,6.842274,11.16805,18.2617,29.73116,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-08,pp_voc_R[150],3.759438,6.526382,11.04245,19.30282,32.216605,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-08,pp_voc_R[151],3.2017365,4.99632,8.194025,13.48158,21.130365,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-08,pp_voc_R[152],4.4347655,6.645316,10.2159,15.42368,22.73976,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-08,pp_voc_R[153],4.439741,7.02305,11.9178,19.70838,32.123505,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-08,pp_voc_R[154],5.257487,7.894542,12.1295,19.12606,29.995705,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-08,pp_voc_R[155],4.651163,7.645972,12.6088,21.43918,35.70782,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-08,pp_voc_R[156],5.177076,8.038338,13.14595,21.8398,36.579185,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-08,pp_voc_R[157],5.6535595,9.148164,14.81365,23.19458,36.897125,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-08,pp_voc_R[158],4.4383485,6.444312,9.90796,15.3312,23.45999,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-08,pp_voc_R[159],5.340426,9.094766,15.68245,27.29964,48.198245,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
30-44,2021-12-08,pp_voc_R[160],5.3519805,8.310088,13.68925,22.61558,36.631655,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
30-44,2021-12-08,pp_voc_R[161],4.5710165,7.023162,11.2153,17.8701,27.933165,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
30-44,2021-12-08,pp_voc_R[162],4.189186,6.762368,11.346,19.40362,32.14782,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
45-59,2021-12-08,pp_voc_R[163],5.556498,8.485158,13.62885,21.82658,33.86946,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
45-59,2021-12-08,pp_voc_R[164],4.884645,7.543534,11.79995,18.82192,29.349655,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
45-59,2021-12-08,pp_voc_R[165],4.243784,6.740624,11.5637,18.8375,31.98439,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
45-59,2021-12-08,pp_voc_R[166],5.829324,9.033316,14.55175,22.94764,36.453325,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
45-59,2021-12-08,pp_voc_R[167],5.309903,8.707166,14.3573,23.88878,40.660145,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
45-59,2021-12-08,pp_voc_R[168],3.799869,6.614536,11.7932,21.31214,36.45697,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
45-59,2021-12-08,pp_voc_R[169],4.4060075,7.071992,11.90485,19.82602,32.943635,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
60-74,2021-12-08,pp_voc_R[170],4.9768205,8.091694,13.4632,22.62716,37.08746,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
60-74,2021-12-08,pp_voc_R[171],5.0568075,7.793198,12.34585,19.29844,30.99385,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
60-74,2021-12-08,pp_voc_R[172],4.7915975,8.129852,14.23645,24.78594,41.38717,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
60-74,2021-12-08,pp_voc_R[173],4.5775245,7.617246,13.065,22.50414,39.50052,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
60-74,2021-12-08,pp_voc_R[174],5.2330535,8.485446,14.27955,24.32028,39.85081,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
60-74,2021-12-08,pp_voc_R[175],4.758364,8.045888,13.88975,24.2073,41.553835,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
75+,2021-12-08,pp_voc_R[176],5.8638465,9.179068,14.5,23.28504,37.812905,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
75+,2021-12-08,pp_voc_R[177],4.705768,7.367692,11.9828,19.6779,32.03231,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
75+,2021-12-08,pp_voc_R[178],4.0620155,7.0281,12.22065,21.43894,36.36675,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
75+,2021-12-08,pp_voc_R[179],4.960172,8.198668,13.86905,23.56766,41.61667,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
75+,2021-12-08,pp_voc_R[180],4.4737305,7.318526,11.99315,20.2982,34.43339,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
75+,2021-12-08,pp_voc_R[181],5.1583705,8.925108,15.02585,25.45774,43.58764,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
75+,2021-12-08,pp_voc_R[182],4.656424,7.398266,12.1142,19.81374,32.29275,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
0-14,2021-12-09,pp_voc_R[183],5.949193,9.343736,15.5738,25.78504,42.50742,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-09,pp_voc_R[184],5.639581,8.938982,14.1978,22.96654,36.08866,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-09,pp_voc_R[185],3.926812,6.748214,11.82235,20.48966,34.81136,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
0-14,2021-12-09,pp_voc_R[186],5.423941,8.496892,13.89055,22.75892,36.76569,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-09,pp_voc_R[187],4.8261255,8.059882,13.96255,24.30366,40.764575,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-09,pp_voc_R[188],4.0237495,6.371664,10.1109,16.40062,25.821795,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-09,pp_voc_R[189],5.650856,8.244364,12.66825,19.07808,29.94085,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-09,pp_voc_R[190],5.5564415,9.012,14.8039,24.61622,39.185555,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-09,pp_voc_R[191],4.956742,7.485076,11.80955,18.37676,28.77492,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-09,pp_voc_R[192],4.3851005,7.191868,12.3197,20.97988,35.4849,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-09,pp_voc_R[193],4.8659045,7.859516,12.7029,20.83356,33.71854,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-09,pp_voc_R[194],5.602071,8.89403,14.29255,23.05994,37.483705,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-09,pp_voc_R[195],4.248299,6.397204,9.68578,15.11456,22.7789,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-09,pp_voc_R[196],5.2021275,8.74493,15.23495,27.1041,45.62438,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
30-44,2021-12-09,pp_voc_R[197],4.1454725,6.695664,11.13955,18.80814,31.544915,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
30-44,2021-12-09,pp_voc_R[198],3.6031245,5.674124,9.2498,15.16488,23.607215,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
30-44,2021-12-09,pp_voc_R[199],3.365698,5.444254,9.18699,16.00242,26.98672,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
45-59,2021-12-09,pp_voc_R[200],4.4451705,6.89804,11.09445,17.97572,28.29374,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
45-59,2021-12-09,pp_voc_R[201],3.8922225,6.082298,9.68444,15.44146,23.7908,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
45-59,2021-12-09,pp_voc_R[202],3.130852,5.298818,9.29794,15.96804,26.011605,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
45-59,2021-12-09,pp_voc_R[203],4.622909,7.270748,11.5719,19.38968,30.595625,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
45-59,2021-12-09,pp_voc_R[204],4.1972595,7.01025,11.70605,19.62654,31.560255,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
45-59,2021-12-09,pp_voc_R[205],3.162044,5.607824,9.91921,18.14122,32.72807,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
45-59,2021-12-09,pp_voc_R[206],3.455367,5.83792,9.665275,15.93002,26.822055,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
60-74,2021-12-09,pp_voc_R[207],5.12767,8.129044,13.55825,22.97516,37.12841,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
60-74,2021-12-09,pp_voc_R[208],5.107779,7.907752,12.57235,20.57888,32.63826,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
60-74,2021-12-09,pp_voc_R[209],5.0774575,8.440158,14.7469,26.55604,45.496315,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
60-74,2021-12-09,pp_voc_R[210],4.503432,7.80415,13.537,23.05462,38.648705,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
60-74,2021-12-09,pp_voc_R[211],5.732418,9.233518,15.7075,25.89754,43.619235,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
60-74,2021-12-09,pp_voc_R[212],4.93023,8.447882,14.29765,25.13366,43.669085,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
75+,2021-12-09,pp_voc_R[213],5.8289215,9.438554,15.6115,25.22198,40.719735,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
75+,2021-12-09,pp_voc_R[214],4.8682785,7.700374,12.63505,20.74786,33.539105,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
75+,2021-12-09,pp_voc_R[215],4.297135,7.146946,12.45455,21.31062,37.116525,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
75+,2021-12-09,pp_voc_R[216],5.290209,8.822552,14.92845,25.46798,42.542245,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
75+,2021-12-09,pp_voc_R[217],4.6736995,7.671374,12.80235,21.7977,34.952485,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
75+,2021-12-09,pp_voc_R[218],5.6472,9.433258,16.1062,27.6426,46.809105,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
75+,2021-12-09,pp_voc_R[219],5.0062755,8.01319,13.07445,20.91436,34.998605,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
0-14,2021-12-10,pp_voc_R[220],6.2680475,9.985834,16.30765,26.61962,44.51945,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
0-14,2021-12-10,pp_voc_R[221],6.009789,9.429914,14.8159,24.00984,37.27753,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
0-14,2021-12-10,pp_voc_R[222],4.089958,7.116628,12.58375,21.45358,36.967685,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
0-14,2021-12-10,pp_voc_R[223],5.614052,8.936238,14.50575,24.14156,37.63355,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
0-14,2021-12-10,pp_voc_R[224],5.335138,8.800902,15.0623,25.96066,44.62541,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
0-14,2021-12-10,pp_voc_R[225],4.170938,6.624022,10.66595,17.1326,27.51392,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
15-29,2021-12-10,pp_voc_R[226],5.728618,8.704406,13.39775,20.52046,31.8108399999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
15-29,2021-12-10,pp_voc_R[227],5.997258,9.494836,15.84,26.68958,44.52375,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
15-29,2021-12-10,pp_voc_R[228],5.2641315,7.978914,12.33385,19.5743,29.476695,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
15-29,2021-12-10,pp_voc_R[229],4.7760835,7.94886,13.2602,22.58488,37.228705,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
15-29,2021-12-10,pp_voc_R[230],5.145155,8.327784,13.74365,22.50736,35.82081,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
30-44,2021-12-10,pp_voc_R[231],6.1213885,9.384138,15.2589,24.83058,39.738675,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
30-44,2021-12-10,pp_voc_R[232],4.401757,6.588078,10.2139,15.92746,24.784745,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
30-44,2021-12-10,pp_voc_R[233],5.3778055,9.505046,16.4268,28.32042,47.9049,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
30-44,2021-12-10,pp_voc_R[234],5.212982,8.47086,14.10655,23.87354,39.062725,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
30-44,2021-12-10,pp_voc_R[235],4.812196,7.17908,11.6161,18.61332,29.112925,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
30-44,2021-12-10,pp_voc_R[236],4.4238045,7.121196,11.69375,19.62274,33.608305,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
45-59,2021-12-10,pp_voc_R[237],5.8722985,8.862952,14.01385,22.4429,34.115115,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
45-59,2021-12-10,pp_voc_R[238],4.621984,6.947954,10.7931,17.50496,27.04424,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
45-59,2021-12-10,pp_voc_R[239],3.723529,6.217856,10.5526,17.63758,29.95274,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
45-59,2021-12-10,pp_voc_R[240],5.119713,8.241822,13.4562,21.4297,34.26687,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
45-59,2021-12-10,pp_voc_R[241],4.880514,7.9624,13.3753,21.93178,35.75476,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
45-59,2021-12-10,pp_voc_R[242],3.4538955,6.123596,11.1274,19.17616,33.907345,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
45-59,2021-12-10,pp_voc_R[243],3.9977195,6.616664,10.8786,18.14984,29.502535,Posterior prediction,age and region,intrinsic,TRUE,sequence,South West
60-74,2021-12-10,pp_voc_R[244],4.6642825,7.498886,12.28865,20.26234,33.42096,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
60-74,2021-12-10,pp_voc_R[245],4.5970745,7.199562,11.21905,17.94142,28.985485,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
60-74,2021-12-10,pp_voc_R[246],4.3440695,7.518218,13.20635,23.08358,39.0958999999999,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
60-74,2021-12-10,pp_voc_R[247],4.098359,7.195424,11.9604,20.79468,34.927225,Posterior prediction,age and region,intrinsic,TRUE,sequence,North East and Yorkshire
60-74,2021-12-10,pp_voc_R[248],5.1080375,8.293598,13.87535,23.39288,38.01212,Posterior prediction,age and region,intrinsic,TRUE,sequence,North West
60-74,2021-12-10,pp_voc_R[249],4.379533,7.527098,12.94935,22.17116,36.794825,Posterior prediction,age and region,intrinsic,TRUE,sequence,South East
75+,2021-12-10,pp_voc_R[250],5.405517,8.513158,13.65595,22.18748,35.025205,Posterior prediction,age and region,intrinsic,TRUE,sequence,East of England
75+,2021-12-10,pp_voc_R[251],4.294033,7.015012,11.5553,18.61738,29.49191,Posterior prediction,age and region,intrinsic,TRUE,sequence,London
75+,2021-12-10,pp_voc_R[252],3.827229,6.646856,11.5873,20.42282,34.0024,Posterior prediction,age and region,intrinsic,TRUE,sequence,Midlands
